,StartDate.rtmd,EndDate.rtmd,cc_inst_1,cc_inst_2,cc_inst_3,cc_inst_4,cc_inst_5,cc_inst_6,cc_inst_7,cc_inst_8,citizen.pre,eng_years.pre,math_grade,math_sat_1,rtmd_inst.pre,evo1_1,gw1_2,nat1_3,dty1_4,aft1_5,cre1_6,gw2_1,gw2_2,gw2_3,gw2_4,evo2_5,evo2_6,engage,aft2,aft3,dty2,dty3,cre2,cre3,nat2,life_inst,knwgbl,lifesty,nat_mil1_1,pni_inst,pni1,pni2,pni3,pni4,pni5,pni6,pni7,pni8,pni9,pni10,pni11,pni12,pni13,pni14,pni15,pni16,pni17,pni18,pni19,pni20,Status.rpp,StartDate.rpp,EndDate.rpp,Q4,Q6,Q8,Q10,Q51_1,Q51_2,Q53_1,Q48,Q50,Q16,us_born.pre,Q20,Q22,Q24,us_years.pre,Q28,Q30,native_lang,Q34,Q59.1,Q36,Q38,first.lang.parents,gender.pre,Q44,Q46,Q48.1,Q50.1,Q52,Q54,party.pre,Q58.1,social.cons,econ.cons,faith.pre,Q64,Q66_1,Q66_2,Q66_3,Q66_4,Q66_5,Q66_6,Q66_7,Q66_8,Q66_9,Q66_10,Q66_11,Q66_12,Q66_13,Q66_14,Q66_15,Q66_16,Q66_17,Q66_18,Q66_19,Q66_20,Q66_21,Q66_22,Q66_23,Q66_24,Q66_25,Q66_26,Q66_27,Q66_28,Q66_29,Q66_30,Q66_31,Q66_32,Q66_33,Q66_34,Q68,Q70,Q72,Q53_4,Q53_5,Q53_6,Q53_2,Q53_3,StartDate.study,EndDate.study,k1time_pre_1,k1time_pre_2,k1time_pre_3,k1time_pre_4,k2time_pre_1,k2time_pre_2,k2time_pre_3,k2time_pre_4,k3time_pre_1,k3time_pre_2,k3time_pre_3,k3time_pre_4,knwgbl_pre,desc_time_1,desc_time_2,desc_time_3,desc_time_4,surprise,surprise.1,new_forg,lt_in_pst,lt_out_pst,k1time_pst_1,k1time_pst_2,k1time_pst_3,k1time_pst_4,k2time_pst_1,k2time_pst_2,k2time_pst_3,k2time_pst_4,k3time_pst_1,k3time_pst_2,k3time_pst_3,k3time_pst_4,knwgbl_pst,rtmd_inst.study,evo1_1_pst,gw1_2_pst,nat1_3_pst,dty1_4_pst,aft1_5_pst,cre1_6_pst,gw2_1_pst,gw2_2_pst,gw2_3_pst,gw2_4_pst,evo2_5_pst,evo2_6_pst,engage_pst,aft2_pst,aft3_pst,dty2_pst,dty3_pst,cre2_pst,cre3_pst,nat2_pst,inst.1,lifsty_pst,natmil_pst_1,gender.study,citizen.study,us_born.study,english,party.study,conservati,faith.study
18,2012-05-23 22:19:00,2012-05-23 22:26:00,NA,NA,NA,NA,NA,NA,NA,NA,y,15,1,720,1,1,8,2,9,9,9,6,6,6,6,1,5,1,9,9,9,9,9,9,1,1,2,3,100,1,8,1,5,9,6,3,NA,2,4,9,6,1,4,6,2,6,1,1,5,9,0,2012-05-23 22:12:00,2012-05-23 22:19:00,1,3.42,5,2,2,1,1,2,2,2,y,CA,95758,,,3,19,Chinese,10,15,5,2,2,female,59,124,1,,8,1,democrat,,3,3,catholic,Non-denominational,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,7,2,1,1,1,1,2012-06-14 13:10:00,2012-06-14 13:29:00,2.81,158.295,177.301,6,3.923,39.221,57.329,6,37.189,37.189,47.017,1,2,113.231,122.027,144.895,7,1,1,8,visible,infrared,1.118,3.908,63.178,2,1.803,3.093,11.338,2,1.948,19.678,33.453,2,4,1,4,8,3,9,9,9,7,7,6,7,5,5,6,8,9,9,8,9,8,1,1,5,5,female,y,y,n,none,5,protestant / other christian
19,2012-05-23 23:16:00,2012-05-23 23:21:00,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,630,1,7,7,5,9,9,3,6,7,4,7,7,7,6,7,9,9,9,9,1,3,1,3,5,51,1,6,6,4,5,3,5,4,3,6,6,5,6,7,6,3,9,3,3,4,4,0,2012-05-23 23:09:00,2012-05-23 23:15:00,1,3,5,4,3,3,3,NA,NA,2,y,CA,90020,,,3,20,English,8,,NA,NA,NA,female,64.8,135,1,,4,1,none,,4,4,catholic,charismatic,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,5,3,3,NA,NA,NA,2012-06-12 14:18:00,2012-06-12 14:43:00,1.761,1.761,125.827,1,20.032,20.032,44.712,1,8.835,8.835,43.555,1,3,384.294,385.365,401.91,2,4,7,4,visible,infrared,5.325,58.228,140.531,6,3.336,3.336,33.601,1,2.343,2.343,26.68,1,5,1,8,8,2,9,9,2,9,8,7,8,9,8,4,6,9,9,9,9,1,1,1,5,20,female,y,y,y,republican,5,protestant / other christian
20,2012-05-24 00:58:00,2012-05-24 01:12:00,NA,NA,NA,NA,NA,NA,NA,NA,n,21,2,676,1,6,7,8,9,9,5,3,7,8,7,5,2,9,1,9,9,9,9,9,6,1,6,8,0,1,8,2,8,7,2,7,2,7,3,8,8,3,8,3,2,8,6,2,6,6,0,2012-05-24 00:15:00,2012-05-24 00:56:00,3,3.5,5,2,3,3,6,7,7,4,n,,NA,Pakistan,2 Years,3,21,Urdu,11,21,5,4,3,male,69,134,1,,8,1,none,,2,2,jewish,Shia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,14,7,2,1,1,1,1,2012-06-14 05:56:00,2012-06-14 06:30:00,11.357,11.357,153.676,1,32.354,176.302,199.925,6,8.312,8.312,113.097,1,7,0,0,174.527,0,2,2,8,infrared,visible,10.719,10.719,86.317,1,9.245,9.245,74.484,1,1.918,1.918,20.503,1,8,1,7,6,9,9,8,7,3,6,7,7,3,2,8,1,9,9,9,9,7,4,1,7,9,male,n,n,y,none,2,muslim
21,2012-05-24 07:26:00,2012-05-24 07:41:00,NA,NA,NA,NA,NA,NA,NA,NA,n,22,2,651,1,7,7,4,5,5,4,4,7,8,6,5,5,5,4,5,4,5,5,4,5,1,4,5,5,1,5,5,7,6,4,3,5,5,6,6,6,6,6,5,3,7,6,4,4,6,0,2012-05-24 07:11:00,2012-05-24 07:23:00,1,3.92,5,3,2,2,4,4,4,3,n,,NA,Singapore,23,3,23,"english, mandarin",9,22,NA,NA,NA,male,68.7,176,1,,7,1,decline to state,,4,4,buddhist,,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,6,1,1,1,1,1,2012-06-12 16:24:00,2012-06-12 16:50:00,1.599,189.546,265.455,9,1.115,101.955,133.078,3,1.575,1.575,53.909,1,4,110.833,110.833,120.583,1,4,4,5,visible,infrared,9.22,65.771,70.95,2,1.981,1.981,84.995,1,0.977,78.57,85.356,3,6,1,7,7,4,5,5,3,4,9,7,7,6,7,6,5,5,5,5,5,3,5,1,5,3,male,n,n,y,none,5,buddhist
22,2012-05-24 10:15:00,2012-05-24 10:55:00,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,1,NA,1,9,8,5,6,3,1,8,8,4,8,7,9,6,4,3,2,3,2,2,3,1,7,5,0,1,6,3,6,7,4,7,3,3,5,7,7,3,6,4,3,7,3,2,7,6,0,2012-05-24 08:59:00,2012-05-24 10:09:00,1,3.73,5,3,2,4,8,9,8,5,n,,NA,Singapore,,3,21,English (British),11,,NA,NA,NA,female,164,25,1,,6,1,none,,2,2,atheist,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,6,1,1,1,1,1,2012-06-12 16:00:00,2012-06-12 16:17:00,2.119,135.865,163.678,2,3.884,111.76,116.788,12,3.371,33.339,39.602,4,7,28.452,28.452,32.226,1,1,1,9,infrared rays,radiation,1.543,123.43,151.507,2,11.735,20.951,40.881,2,1.489,1.489,24.212,1,7,1,9,7,1,7,4,1,4,7,6,7,9,9,6,6,3,1,1,1,1,2,1,5,2,female,n,n,y,none,3,atheist
23,2012-05-24 11:52:00,2012-05-24 12:06:00,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,2,656,1,9,9,7,1,1,1,9,9,8,9,9,9,5,1,1,1,1,1,1,5,1,6,7,NA,1,4,4,5,5,5,5,6,6,8,2,7,8,8,6,6,6,5,6,2,3,0,2012-05-24 11:42:00,2012-05-24 11:51:00,2,3.74,3,4,2,2,NA,7,7,3,y,FL,33040,,,1,58,English,11,,5,NA,NA,female,"5'6""",127,1,,4,1,democrat,,4,4,spiritual but not religious,Advaita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,18,4,3,3,1,2,1,2012-06-16 15:06:00,2012-06-16 16:12:00,12.258,385.187,390.469,10,13.831,13.831,147.355,1,7.983,128.264,149.829,5,5,0,0,193.176,0,1,5,7,full spectrum,infrared,7.709,134.205,144.755,6,13.738,132.571,141.556,2,8.214,40.017,51.071,3,6,1,9,9,5,1,1,1,9,9,9,9,9,9,5,1,1,1,1,1,1,3,1,5,0,female,y,y,y,independent,5,buddhist
24,2012-05-24 12:13:00,2012-05-24 12:32:00,NA,NA,NA,NA,NA,NA,NA,1,y,NA,2,651,1,8,7,5,1,2,1,7,9,7,7,8,9,6,3,1,1,1,2,1,3,1,7,7,5,1,3,5,3,6,4,3,6,6,8,2,6,9,6,6,4,7,4,3,4,3,0,2012-05-24 12:06:00,2012-05-24 12:12:00,1,3.4,4,1,4,NA,8,7,7,4,y,CA,94705,,,1,19,english,11,,NA,NA,NA,female,71,130,1,,4,1,democrat,,2,3,atheist,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19,5,2,2,1,1,1,2012-06-18 12:16:00,2012-06-18 20:07:00,66.303,245.109,248.371,5,53.101,236.661,902.445,3,15005.219,16380.139,16381.888,8,5,0,0,18.363,0,1,8,9,ultra violet,radiant,12.696,12.696,114.173,1,6723.925,6723.925,6733.024,1,3.576,3.576,43.384,1,6,1,9,9,5,2,1,1,6,9,7,8,9,9,6,2,1,1,1,1,1,2,1,7,5,female,y,y,y,democrat,2,atheist
25,2012-05-24 15:15:00,2012-05-24 15:21:00,NA,NA,NA,NA,NA,NA,NA,NA,y,14,1,581,1,7,7,7,7,7,5,4,7,7,6,8,8,7,7,8,8,6,5,5,4,1,5,6,10,1,7,4,7,7,3,6,4,3,4,7,6,6,7,4,4,7,5,7,7,7,0,2012-05-24 15:07:00,2012-05-24 15:14:00,1,3.53,5,3,1,1,2,4,NA,2,y,CA,95377,-,-,3,19,Vietnamese,11,14,5,4,6,female,62,106,6,-,8,1,decline to state,-,6,6,catholic,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,17,5,1,1,1,1,1,2012-06-02 16:49:00,2012-06-02 17:11:00,30.485,115.877,162.107,3,38.126,38.126,91.729,1,8.285,66.899,114.233,3,6,0,0,83.862,0,1,3,4,UV,infrared,17.654,17.654,64.636,1,9.565,9.565,58.22,1,26.247,26.247,43.979,1,7,1,7,8,6,7,8,7,4,7,7,8,7,8,7,8,9,9,5,9,7,2,1,6,25,female,y,y,n,decline to state,8,protestant / other christian
26,2012-05-25 15:01:00,2012-05-25 15:11:00,NA,NA,NA,NA,NA,NA,NA,NA,n,4,1,800,1,6,7,6,6,5,5,6,7,7,7,4,7,5,6,6,5,5,5,4,4,1,6,3,1,1,7,3,7,7,8,5,3,2,3,7,7,3,7,3,3,7,3,3,6,7,0,2012-05-25 14:48:00,2012-05-25 15:00:00,1,3.6,4,1,2,3,6,6,NA,4,n,,NA,China,1,3,20,Chinese,10,4,3,1,6,male,68.6,150,1,,8,1,none,,4,4,other,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,6,2,1,1,1,1,2012-06-14 19:45:00,2012-06-14 20:20:00,1.754,262.285,300.584,4,96.02,96.92,187.563,2,1.206,142.983,194.747,3,5,0,0,209.953,0,6,7,5,visible infrared and ultraviolet,visible ultraviolet,1.679,37.623,85.584,5,2.237,71.956,83.993,8,1.183,1.183,44.917,1,8,1,5,8,7,5,5,4,4,8,7,8,3,7,7,5,5,5,5,5,5,4,1,8,0,male,n,n,n,none,5,decline to state
27,2012-05-25 17:15:00,2012-05-25 17:21:00,NA,NA,NA,NA,NA,1,NA,NA,y,NA,2,701,1,7,7,7,1,3,1,4,6,6,6,6,6,6,5,2,3,2,1,1,3,1,4,5,4,1,5,4,5,6,3,6,4,5,5,6,6,5,7,4,5,6,5,5,4,5,0,2012-05-25 17:09:00,2012-05-25 17:14:00,1,3.3,5,3,2,1,3,5,5,3,n,,91789,China,16,3,19,English and Mandarin Chinese,11,,NA,NA,NA,female,67.5 inches,130 pounds,1,,8,1,decline to state,,3,4,buddhist,,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,6,2,1,1,1,1,2012-06-14 17:57:00,2012-06-14 21:16:00,10.702,103.552,104.145,2,1.279,50.357,52.073,2,1.232,1.232,11.294,1,2,11095.605,11095.605,11196.428,1,4,2,6,visible,infrared,3.593,3.593,65.634,1,0.962,0.962,37.669,1,1.722,1.722,8.913,1,5,1,7,6,5,3,5,2,4,5,4,5,7,7,6,5,4,4,5,3,2,4,1,5,2,female,y,n,y,democrat,4,buddhist
28,2012-05-25 23:00:00,2012-05-25 23:09:00,NA,NA,1,NA,NA,NA,NA,NA,y,10,2,635,1,1,3,5,9,9,8,3,3,2,6,1,9,7,9,9,9,5,9,9,3,1,5,2,5,1,5,5,5,8,3,5,5,3,6,5,7,6,7,5,4,7,3,5,3,4,0,2012-05-25 22:52:00,2012-05-25 22:59:00,1,3.57,5,3,3,3,5,6,6,2,n,,NA,Romania,6,3,20,Romanian,11,10,5,1,6,male,69,160,1,,8,1,none,,5,5,catholic,"no denomination, Jesus follower!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19,4,2,1,1,1,1,2012-06-02 23:56:00,2012-06-03 00:33:00,9.038,9.038,103.977,1,20.281,20.281,111.716,1,33.138,33.138,105.508,1,5,12.912,12.912,176.046,1,3,4,7,UV and visible,infrared,2.891,6.92,86.812,4,11.724,11.724,40.148,1,3.211,3.211,63.169,1,7,1,2,5,5,9,9,9,2,5,3,7,1,9,6,9,9,9,7,9,9,3,1,2,6,male,y,n,n,republican,7,protestant / other christian
29,2012-05-26 12:09:00,2012-05-26 13:04:00,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,5,770,1,7,8,4,6,4,4,6,9,8,7,6,7,6,6,4,4,3,4,3,3,1,7,6,6,1,6,6,4,8,4,4,6,4,4,8,6,7,6,6,4,4,4,NA,4,8,0,2012-05-26 11:36:00,2012-05-26 12:08:00,1,3.62,2,2,4,4,8,8,8,4,n,MI,NA,,,3,20,English,11,,NA,NA,NA,male,6',150,1,,8,1,none,,5,5,catholic,Protestant,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,6,3,1,1,1,1,2012-06-17 12:12:00,2012-06-17 12:21:00,1.006,1.006,53.553,1,166.582,166.582,168.287,1,1.403,60.43,61.8,2,7,0,0,38.33,0,4,4,4,visible,infrared,6.316,6.316,7.304,1,3.424,3.424,4.686,1,6.351,6.351,7.311,1,6,1,6,7,3,4,4,4,6,8,8,7,6,6,6,4,4,4,4,4,4,4,1,5,21,male,y,y,y,none,7,protestant / other christian
30,2012-05-26 13:33:00,2012-05-26 13:41:00,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,3,701,1,7,8,3,3,5,1,6,7,6,7,8,7,7,5,2,4,2,3,2,3,1,6,6,20,1,7,4,6,7,3,6,3,5,5,7,6,7,6,4,4,6,4,3,6,6,0,2012-05-26 13:22:00,2012-05-26 13:32:00,1,3,1,2,3,4,8,7,8,4,y,CA,94566,,,3,20,Telegu/English,8,,5,6,3,female,66,130,1,,2,1,democrat,,2,4,muslim,,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,2,2,1,1,1,1,2012-06-12 12:27:00,2012-06-12 12:49:00,4.007,4.007,91.039,1,38.074,38.074,69.765,1,9.983,9.983,46.659,1,3,0,0,287.636,0,3,5,5,UV,infared,4.627,4.627,63.267,1,16.608,16.608,41.967,1,11.934,49.278,59.075,5,4,1,7,7,3,2,6,1,8,6,5,6,8,9,6,6,4,3,3,2,1,4,1,6,21,female,y,y,y,democrat,2,buddhist
31,2012-05-27 08:13:00,2012-05-27 08:26:00,NA,NA,NA,NA,NA,NA,NA,NA,n,16,1,NA,1,6,8,2,6,5,NA,9,8,9,9,7,8,7,5,6,7,2,7,3,3,1,7,7,2,1,4,4,3,6,6,4,3,5,7,6,7,5,5,3,4,6,3,4,5,6,0,2012-05-27 08:02:00,2012-05-27 08:11:00,3,3.55,5,1,3,3,3,7,7,4,n,,NA,India,2 weeks,3,18,Malayalam,11,16,5,5,6,female,66.3,128.92,1,,8,1,none,,4,4,protestant / other christian,Hindu Nair,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9,7,2,1,1,1,1,2012-06-13 14:13:00,2012-06-13 14:43:00,9.257,9.257,194.5,1,8.267,12.931,161.746,2,5.543,87.841,120.733,6,5,12.197,156.119,248.984,4,4,5,5,visible,visible and infrared,38.964,227.205,243.857,7,3.347,32.53,90.684,4,2.097,111.208,125.255,11,7,1,7,8,3,7,6,5,7,9,9,9,7,8,8,6,6,7,1,6,3,4,1,7,2,female,n,n,n,none,5,hindu
32,2012-05-27 18:44:00,2012-05-27 18:56:00,NA,NA,NA,NA,NA,NA,NA,NA,y,6,1,NA,1,5,7,5,5,5,5,7,6,7,7,5,5,6,5,5,5,5,5,5,5,1,4,5,NA,1,4,5,4,7,6,5,6,4,5,4,7,6,7,6,4,7,4,3,4,5,0,2012-05-23 19:35:00,2012-05-27 18:42:00,1,3.1,5,4,3,3,5,5,NA,3,n,,NA,South Korea,About 5 and 1/2 years,3,1985,Korean,11,About 6 years,4,2,6,female,67.08 inches,125.4 pounds,1,,8,1,none,,4,4,other,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,11,7,1,1,3,2,1,2012-06-17 22:44:00,2012-06-17 23:57:00,10.039,369.496,375.99,23,6.569,229.092,233.817,9,4.016,94.058,101.393,3,4,0,0,562.039,0,5,5,5,I don't know well.,infrared,2.972,348.147,370.343,6,2.687,308.787,361.832,8,3.693,3.693,27.415,1,6,1,6,8,6,5,5,5,6,7,7,8,6,6,6,5,5,5,5,5,5,5,1,6,5,female,y,n,n,none,5,decline to state
33,2012-05-27 22:32:00,2012-05-27 22:35:00,NA,NA,NA,NA,NA,NA,NA,NA,y,15,2,701,1,7,7,4,7,5,4,5,7,6,7,6,7,5,7,5,5,4,6,3,2,1,7,6,5,1,6,5,5,6,6,6,5,5,6,5,6,6,6,5,6,6,6,6,6,5,0,2012-05-22 11:56:00,2012-05-27 22:32:00,1,3.71,5,3,2,2,4,3,2,2,n,,91214,South Korea,15,2,20,Korean,8,15,5,2,2,male,64.6,148,1,,8,1,none,,3,4,muslim,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,6,NA,NA,NA,NA,NA,2012-06-14 14:29:00,2012-06-14 14:52:00,8.421,87.452,101.229,3,4.806,25.884,21.345,3,1.186,39.519,51.291,3,4,4.224,80.858,81.163,9,6,7,4,visible,infared,1.343,236.685,241.042,15,4.325,38.466,40.402,3,3.308,30.483,49.468,2,5,1,7,7,5,8,5,3,5,7,7,7,7,7,6,6,4,4,6,6,3,3,1,6,100,male,y,n,n,democrat,4,protestant / other christian
34,2012-05-27 23:45:00,2012-05-27 23:50:00,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,649,1,8,5,3,5,5,5,5,5,4,7,8,9,6,5,5,5,5,5,5,2,1,3,3,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2012-05-27 23:40:00,2012-05-27 23:44:00,1,4,2,4,4,4,1,3,2,2,y,CA,92887,,,3,21,English,11,,NA,NA,NA,male,67 inches,135 pounds,1,,8,1,none,,4,4,agnostic,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,21,7,1,1,3,3,3,2012-06-14 09:58:00,2012-06-14 10:13:00,2.209,2.209,93.739,1,1.179,88.544,89.121,2,1.166,1.166,70.216,1,2,21.341,22.424,135.287,3,1,1,1,visible,infrared,9.275,9.275,72.259,1,0.952,0.952,41.603,1,1.128,1.128,59.06,1,3,1,7,5,5,5,5,3,5,5,5,7,7,7,7,7,5,5,5,5,6,3,1,7,0,male,y,y,y,independent,5,agnostic
35,2012-05-28 01:28:00,2012-05-28 01:40:00,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,3,671,1,6,6,7,8,6,3,5,6,7,7,4,7,6,7,8,8,6,9,5,5,1,5,4,4,1,3,4,4,4,3,5,6,3,6,6,6,5,7,6,4,6,6,5,4,4,0,2012-05-22 10:43:00,2012-05-28 01:27:00,1,3.09,2,4,3,4,5,7,NA,3,y,CA,93292,,,1,22,English,11,,NA,NA,NA,male,61,175,1,,8,1,independent,,3,5,catholic,no specific denomination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,23,4,3,1,2,3,1,2012-06-12 19:17:00,2012-06-12 19:48:00,1.564,147.194,194.452,2,1.955,1.955,134.405,1,6.983,66.361,316.398,2,3,0,0,131.398,0,1,3,8,visable,infrared,5.388,5.388,121.263,1,1.903,29.872,64.071,2,0.96,70.965,73.579,2,5,1,6,7,7,8,6,2,7,7,7,8,4,8,6,3,8,7,6,9,6,4,1,3,60,male,y,y,y,libertarian,3,agnostic
36,2012-05-28 09:27:00,2012-05-28 09:39:00,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,2,800,1,7,7,5,3,3,3,5,6,6,6,5,7,7,3,3,2,5,4,3,3,1,5,6,0,1,6,3,7,7,3,5,3,5,5,7,6,7,7,5,5,7,5,3,5,6,0,2012-05-28 08:59:00,2012-05-28 09:24:00,3,4.15,5,3,2,4,6,7,6,4,n,,NA,Singapore,0,3,23,English,10,,NA,NA,NA,male,69.8,132,1,,7,1,none,,4,4,agnostic,,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,3,1,1,1,2,1,2012-06-18 21:42:00,2012-06-18 22:16:00,2.452,345.044,397.039,3,7.374,7.374,186.878,1,2.762,2.762,51.601,1,6,0,0,89.668,0,2,2,7,visable,infra-red,2.483,2.483,226.276,1,4.859,101.771,105.099,2,3.252,57.606,60.095,2,8,1,6,7,5,3,3,2,7,7,6,6,6,7,6,3,2,2,5,4,2,3,1,5,0,male,n,n,y,none,5,agnostic
